name	scheme	ST	allele1	allele2	allele3	allele4	allele5	allele6	allele7	ST_new	bacsort_species	match	collection	Int_Ext	biosample	Source	Country	Date	strain	Flag	Source_img
GCF_014802925	cfreundii	22	aspC(15)	clpX(12)	fadD(20)	mdh(15)	arcA(5)	dnaG(11)	lysP(17)	22	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN16205305	Human	France	2018	179I3	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Flags/france.png	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/human.png
GCF_900169695	cfreundii	-	aspC(138)	clpX(140)	fadD(58)	mdh(49)	arcA(30)	dnaG(125)	lysP(147)	placeholder_ST78	Citrobacter braakii	100.00%	RefSeq	Ext	SAMEA103915301	"NA"	"NA"	"NA"	"NA"	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/question.png	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/question.png
GCF_005280935	cfreundii	-	aspC(~14)	clpX(~92)	fadD(55)	mdh(~7)	arcA(3)	dnaG(~76)	lysP(~51)	placeholder_ST269	Citrobacter portucalensis	100.00%	RefSeq	Ext	SAMN11369637	"NA"	Poland	"NA"	wls757	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Flags/poland.png	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/question.png
GCF_021503935	cfreundii	-	aspC(79)	clpX(199)	fadD(~191)	mdh(40)	arcA(38)	dnaG(134)	lysP(109)	placeholder_ST270	Citrobacter braakii	100.00%	RefSeq	Ext	SAMN22551378	Environmental facility	Switzerland	2020	MV-r1-SK3-O	Switzerland	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/wastewater.png
GCF_018443315	cfreundii	256	aspC(16)	clpX(112)	fadD(130)	mdh(102)	arcA(7)	dnaG(100)	lysP(115)	256	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN17372001	Human	Germany	2016	Survcare080	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Flags/Germany.png	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/human.png
GCF_018279205	cfreundii	-	aspC(32)	clpX(6)	fadD(34)	mdh(7)	arcA(6)	dnaG(81)	lysP(6)	placeholder_ST271	Citrobacter portucalensis	100.00%	RefSeq	Ext	SAMN13907872	"NA"	South Korea	"NA"	PNUCL1	South Korea	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/question.png
GCF_016500715	cfreundii	-	aspC(119)	clpX(37)	fadD(51)	mdh(18)	arcA(14)	dnaG(~58)	lysP(~62)	placeholder_ST272	Citrobacter youngae	100.00%	RefSeq	Ext	SAMN16340027	Human	USA	2019	CB00192	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Flags/USA.png	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/human.png
GCF_004103775	cfreundii	412	aspC(76)	clpX(5)	fadD(73)	mdh(15)	arcA(7)	dnaG(11)	lysP(17)	412	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN10754625	Environment	China	2017	R17	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Flags/china.png	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/wastewater.png
GCF_016893845	cfreundii	-	aspC(24)	clpX(~18)	fadD(27)	mdh(21)	arcA(11)	dnaG(20)	lysP(15)	placeholder_ST273	Citrobacter cronae	100.00%	RefSeq	Ext	SAMN17824652	Other	Thailand	2019	Colony241	Thailand	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/other.png
GCF_013360255	cfreundii	150	aspC(10)	clpX(12)	fadD(13)	mdh(10)	arcA(10)	dnaG(9)	lysP(11)	150	Citrobacter freundii	100.00%	RefSeq	Ext	"NA"	"NA"	"NA"	"NA"	"NA"	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/question.png	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/question.png
GCF_902363265	cfreundii	-	aspC(16)	clpX(63)	fadD(33)	mdh(6)	arcA(5)	dnaG(22)	lysP(~17)	placeholder_ST274	Citrobacter freundii	100.00%	RefSeq	Ext	SAMEA5849609	"NA"	"NA"	"NA"	"NA"	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/question.png	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/question.png
GCF_013389635	cfreundii	-	aspC(127)	clpX(67)	fadD(13)	mdh(13)	arcA(7)	dnaG(6)	lysP(11)	placeholder_ST275	Citrobacter freundii	100.00%	RefSeq	Ext	"NA"	"NA"	"NA"	"NA"	"NA"	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/question.png	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/question.png
SG18_227_S53	cfreundii	-	aspC(23)	clpX(~68)	fadD(98)	mdh(19)	arcA(60)	dnaG(34)	lysP(~23)	placeholder_ST276	Citrobacter youngae	99.59%	Gull	Int	"NA"	Gull	Australia	2018	"NA"	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Flags/Australia.jpg	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/gull.png
GCF_002073755	cfreundii	-	aspC(~103)	clpX(54)	fadD(59)	mdh(~90)	arcA(100)	dnaG(151)	lysP(176)	placeholder_ST277	Citrobacter europaeus	100.00%	RefSeq	Ext	SAMN04875579	Human	USA	2014	FDAARGOS_253	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Flags/USA.png	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/human.png
SG18_138_2_S33	cfreundii	183	aspC(23)	clpX(89)	fadD(98)	mdh(19)	arcA(60)	dnaG(34)	lysP(23)	183	Citrobacter youngae	99.67%	Gull	Int	"NA"	Gull	Australia	2018	"NA"	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Flags/Australia.jpg	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/gull.png
GCF_015667445	cfreundii	-	aspC(~178)	clpX(152)	fadD(215)	mdh(~178)	arcA(115)	dnaG(-)	lysP(186)	placeholder_ST145	Citrobacter amalonaticus	100.00%	RefSeq	Ext	SAMN15532554	Human	USA	2017	1001311H_170123_A7	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Flags/USA.png	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/human.png
GCF_004005575	cfreundii	22	aspC(15)	clpX(12)	fadD(20)	mdh(15)	arcA(5)	dnaG(11)	lysP(17)	22	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN10644679	Human	France	2017	106F2	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Flags/france.png	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/human.png
GCF_013781945	cfreundii	-	aspC(45)	clpX(22)	fadD(111)	mdh(94)	arcA(119)	dnaG(38)	lysP(189)	placeholder_ST105	Citrobacter braakii	100.00%	RefSeq	Ext	SAMN15148769	Environment	United Kingdom	2017	RHBSTW-01044	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Flags/United_Kindgom.png	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/wastewater.png
GCF_003019835	cfreundii	11	aspC(8)	clpX(7)	fadD(10)	mdh(8)	arcA(7)	dnaG(6)	lysP(11)	11	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN08631944	Human	Malaysia	2014	B9-C2	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Flags/malaysia.jpg	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/human.png
GCF_003571565	cfreundii	-	aspC(5)	clpX(~5)	fadD(7)	mdh(6)	arcA(5)	dnaG(5)	lysP(5)	placeholder_ST278	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN04014957	"NA"	"NA"	"NA"	"NA"	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/question.png	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/question.png
GCF_001586835	cfreundii	519	aspC(127)	clpX(10)	fadD(13)	mdh(13)	arcA(7)	dnaG(6)	lysP(11)	519	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN03455927	Human	USA	2014	AATXQ	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Flags/USA.png	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/human.png
GCF_001058505	cfreundii	-	aspC(93)	clpX(~202)	fadD(~14)	mdh(83)	arcA(5)	dnaG(22)	lysP(11)	placeholder_ST279	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN03198018	Human	USA	"NA"	804_CKOS	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Flags/USA.png	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/human.png
GCF_014104015	cfreundii	-	aspC(~141)	clpX(~154)	fadD(~174)	mdh(~132)	arcA(~71)	dnaG(-)	lysP(~145)	placeholder_ST194	Citrobacter gillenii	100.00%	RefSeq	Ext	SAMN15148513	Environment	United Kingdom	2017	RHBSTW-00142	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Flags/United_Kindgom.png	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/wastewater.png
GCF_016500665	cfreundii	-	aspC(~137)	clpX(152)	fadD(178)	mdh(179)	arcA(75)	dnaG(-)	lysP(~185)	placeholder_ST280	Citrobacter amalonaticus	100.00%	RefSeq	Ext	SAMN16340029	Human	USA	2019	CB00194	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Flags/USA.png	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/human.png
GCF_009856695	cfreundii	-	aspC(9)	clpX(11)	fadD(4?)	mdh(11)	arcA(46)	dnaG(~8)	lysP(172)	placeholder_ST281	Citrobacter portucalensis	100.00%	RefSeq	Ext	SAMN13669122	Plant	China	2015	LDL3-3	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Flags/china.png	Plant
GCF_002918865	cfreundii	22	aspC(15)	clpX(12)	fadD(20)	mdh(15)	arcA(5)	dnaG(11)	lysP(17)	22	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN03455999	"NA"	USA	2015	CFNIH8	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Flags/USA.png	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/question.png
GCF_003114935	cfreundii	109	aspC(60)	clpX(44)	fadD(43)	mdh(57)	arcA(38)	dnaG(38)	lysP(55)	109	Citrobacter braakii	100.00%	RefSeq	Ext	SAMD00112928	"NA"	"NA"	"NA"	"NA"	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/question.png	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/question.png
GCF_006385635	cfreundii	162	aspC(5)	clpX(26)	fadD(33)	mdh(69)	arcA(5)	dnaG(9)	lysP(73)	162	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN11388517	Human	China	2018	CF971	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Flags/china.png	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/human.png
GCF_013727455	cfreundii	-	aspC(10)	clpX(12)	fadD(7)	mdh(6)	arcA(5)	dnaG(~11)	lysP(11)	placeholder_ST14	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN15148736	Environment	United Kingdom	2017	RHBSTW-00902	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Flags/United_Kindgom.png	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/wastewater.png
GCF_013740875	cfreundii	-	aspC(~84)	clpX(~154)	fadD(~174)	mdh(~132)	arcA(71)	dnaG(136)	lysP(145)	placeholder_ST184	Citrobacter gillenii	100.00%	RefSeq	Ext	SAMN15148615	Environment	United Kingdom	2017	RHBSTW-00444	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Flags/United_Kindgom.png	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/wastewater.png
GCF_002918875	cfreundii	11	aspC(8)	clpX(7)	fadD(10)	mdh(8)	arcA(7)	dnaG(6)	lysP(11)	11	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN06040422	"NA"	USA	2016	CFNIH12	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Flags/USA.png	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/question.png
GCF_017151445	cfreundii	64	aspC(10)	clpX(51)	fadD(14)	mdh(15)	arcA(5)	dnaG(11)	lysP(11)	64	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN15659126	Environment	China	2018	TS3W	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Flags/china.png	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/wastewater.png
GCF_016505325	cfreundii	98	aspC(54)	clpX(55)	fadD(60)	mdh(52)	arcA(7)	dnaG(6)	lysP(11)	98	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN10435570	Other	USA	2017	CB00026	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Flags/USA.png	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/other.png
GCF_001413335	cfreundii	100	aspC(16)	clpX(57)	fadD(20)	mdh(54)	arcA(12)	dnaG(28)	lysP(11)	100	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN02872798	"NA"	USA	2013	RU2 BHI22	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Flags/USA.png	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/question.png
GCF_017353275	cfreundii	64	aspC(10)	clpX(51)	fadD(14)	mdh(15)	arcA(5)	dnaG(11)	lysP(11)	64	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN18203675	"NA"	Denmark	2019	MM2021_8	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Flags/Denmark.jpg	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/question.png
GCF_001316675	cfreundii	62	aspC(48)	clpX(10)	fadD(14)	mdh(13)	arcA(32)	dnaG(6)	lysP(45)	62	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN04011435	Human	South Africa	2013	ST62:944112508	South Africa	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/human.png
GCF_016505585	cfreundii	239	aspC(26)	clpX(12)	fadD(20)	mdh(79)	arcA(5)	dnaG(9)	lysP(11)	239	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN10435552	Human	USA	2017	CB00007	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Flags/USA.png	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/human.png
GCF_021441345	cfreundii	169	aspC(80)	clpX(10)	fadD(56)	mdh(13)	arcA(7)	dnaG(6)	lysP(61)	169	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN24245011	Mollusc	Portugal	2019	INSAq237	Portugal	Mollusc
GCF_016505195	cfreundii	-	aspC(178)	clpX(152)	fadD(215)	mdh(178)	arcA(75)	dnaG(-)	lysP(187)	placeholder_ST282	Citrobacter amalonaticus	100.00%	RefSeq	Ext	SAMN10435578	Human	USA	2017	CB00034	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Flags/USA.png	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/human.png
GCF_000521945	cfreundii	3	aspC(2)	clpX(1)	fadD(1)	mdh(4)	arcA(2)	dnaG(1)	lysP(1)	3	Citrobacter portucalensis	100.00%	RefSeq	Ext	SAMN02356612	Human	USA	"NA"	UCI 32	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Flags/USA.png	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/human.png
GCF_015910405	cfreundii	-	aspC(9)	clpX(~11)	fadD(4)	mdh(95)	arcA(59)	dnaG(~66)	lysP(106)	placeholder_ST283	Citrobacter portucalensis	100.00%	RefSeq	Ext	SAMN13747506	Human	Canada	2015	Cfr-13	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Flags/canada.png	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/human.png
GCF_002919825	cfreundii	257	aspC(51)	clpX(53)	fadD(33)	mdh(15)	arcA(5)	dnaG(6)	lysP(114)	257	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN06040405	"NA"	USA	2016	CFNIH11	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Flags/USA.png	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/question.png
GCF_018917665	cfreundii	-	aspC(57)	clpX(60)	fadD(67)	mdh(~17)	arcA(17)	dnaG(21)	lysP(24)	placeholder_ST284	Citrobacter cronae	100.00%	RefSeq	Ext	SAMN19374038	Mammalian	China	2019	N91	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Flags/china.png	Mammalian
GCF_011030065	cfreundii	415	aspC(151)	clpX(14)	fadD(33)	mdh(29)	arcA(18)	dnaG(9)	lysP(11)	415	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN14120105	Human	Lebanon	2016	CFM_17	Lebanon	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/human.png
GCF_021417245	cfreundii	116	aspC(16)	clpX(12)	fadD(7)	mdh(10)	arcA(5)	dnaG(55)	lysP(5)	116	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN21237500	Human	China	2018	17G14	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Flags/china.png	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/human.png
GCF_017086505	cfreundii	505	aspC(10)	clpX(67)	fadD(62)	mdh(6)	arcA(5)	dnaG(11)	lysP(191)	505	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN13140889	Plant	Switzerland	2019	zone4	Switzerland	Plant
GCF_021440885	cfreundii	416	aspC(9)	clpX(11)	fadD(4)	mdh(95)	arcA(59)	dnaG(66)	lysP(106)	416	Citrobacter portucalensis	100.00%	RefSeq	Ext	SAMN24245035	Other	Portugal	2019	INSAq424	Portugal	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/other.png
GCF_000786275	cfreundii	-	aspC(122)	clpX(~158)	fadD(168)	mdh(43)	arcA(53)	dnaG(32)	lysP(~78)	placeholder_ST285	Citrobacter braakii	100.00%	RefSeq	Ext	SAMN03025291	Bovine	Canada	2013	GTA-CB04	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Flags/canada.png	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/cow.png
GCF_000972645	cfreundii	-	aspC(133)	clpX(140)	fadD(52)	mdh(~116)	arcA(38)	dnaG(~116)	lysP(131)	placeholder_ST286	Citrobacter braakii	100.00%	RefSeq	Ext	SAMN03437259	Bovine	Canada	2014	GTA-817-RBA-P2	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Flags/canada.png	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/cow.png
GCF_013267145	cfreundii	525	aspC(103)	clpX(54)	fadD(203)	mdh(90)	arcA(34)	dnaG(158)	lysP(107)	525	Citrobacter europaeus	100.00%	RefSeq	Ext	SAMN11056353	Human	USA	"NA"	FDAARGOS_638	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Flags/USA.png	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/human.png
GCF_009876825	cfreundii	-	aspC(137)	clpX(152)	fadD(215)	mdh(~177)	arcA(~75)	dnaG(-)	lysP(~146)	placeholder_ST34	Citrobacter amalonaticus	100.00%	RefSeq	Ext	SAMN11945277	Human	USA	2015	BIOML-A6	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Flags/USA.png	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/human.png
GCF_001413165	cfreundii	100	aspC(16)	clpX(57)	fadD(20)	mdh(54)	arcA(12)	dnaG(28)	lysP(11)	100	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN02872774	"NA"	USA	2011	RU2 LB34	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Flags/USA.png	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/question.png
GCF_013729995	cfreundii	17	aspC(12)	clpX(13)	fadD(16)	mdh(11)	arcA(4)	dnaG(3)	lysP(13)	17	Citrobacter portucalensis	100.00%	RefSeq	Ext	SAMN15148718	Environment	United Kingdom	2017	RHBSTW-00858	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Flags/United_Kindgom.png	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/wastewater.png
GCF_001067775	cfreundii	-	aspC(90)	clpX(22)	fadD(~58)	mdh(~116)	arcA(82)	dnaG(140)	lysP(94)	placeholder_ST115	Citrobacter braakii	100.00%	RefSeq	Ext	SAMN03198201	Human	USA	"NA"	980_SSON	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Flags/USA.png	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/human.png
GCF_014803145	cfreundii	22	aspC(15)	clpX(12)	fadD(20)	mdh(15)	arcA(5)	dnaG(11)	lysP(17)	22	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN16205294	Human	France	2018	164F4	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Flags/france.png	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/human.png
GCF_900636015	cfreundii	-	aspC(9)	clpX(3)	fadD(4)	mdh(157)	arcA(93)	dnaG(153)	lysP(106)	placeholder_ST13	Citrobacter portucalensis	100.00%	RefSeq	Ext	SAMEA3368333	"NA"	"NA"	"NA"	"NA"	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/question.png	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/question.png
GCF_014103835	cfreundii	162	aspC(5)	clpX(26)	fadD(33)	mdh(69)	arcA(5)	dnaG(9)	lysP(73)	162	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN15148537	Environment	United Kingdom	2017	RHBSTW-00201	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Flags/United_Kindgom.png	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/wastewater.png
GCF_009907085	cfreundii	104	aspC(58)	clpX(59)	fadD(65)	mdh(14)	arcA(37)	dnaG(14)	lysP(53)	104	Citrobacter cronae	100.00%	RefSeq	Ext	SAMN13830004	Human	Nigeria	2015	2580	Nigeria	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/human.png
GCF_016503505	cfreundii	-	aspC(16)	clpX(201)	fadD(222)	mdh(48)	arcA(~117)	dnaG(172)	lysP(11)	placeholder_ST240	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN12220320	Human	USA	2018	CB00115	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Flags/USA.png	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/human.png
GCF_012102405	cfreundii	-	aspC(77)	clpX(~94)	fadD(197)	mdh(75)	arcA(3)	dnaG(~76)	lysP(~51)	placeholder_ST287	Citrobacter portucalensis	100.00%	RefSeq	Ext	SAMN14470508	Bovine	Brazil	2019	UFMG-H9	Brazil	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/cow.png
GCF_902160995	cfreundii	-	aspC(125)	clpX(135)	fadD(144)	mdh(~117)	arcA(30)	dnaG(~70)	lysP(132)	placeholder_ST154	Citrobacter braakii	100.00%	RefSeq	Ext	SAMEA104567601	"NA"	"NA"	"NA"	"NA"	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/question.png	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/question.png
GCF_019270275	cfreundii	-	aspC(45)	clpX(22)	fadD(111)	mdh(94)	arcA(119)	dnaG(38)	lysP(189)	placeholder_ST105	Citrobacter braakii	100.00%	RefSeq	Ext	SAMN17824627	Other	Thailand	"NA"	Colony366	Thailand	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/other.png
GCF_014855985	cfreundii	252	aspC(108)	clpX(62)	fadD(71)	mdh(7)	arcA(1)	dnaG(1)	lysP(57)	252	Citrobacter portucalensis	100.00%	RefSeq	Ext	SAMN12220003	Environmental facility	Germany	2014	CF16680	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Flags/Germany.png	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/wastewater.png
GCF_002919425	cfreundii	-	aspC(148)	clpX(~135)	fadD(218)	mdh(40)	arcA(38)	dnaG(169)	lysP(~142)	placeholder_ST44	Citrobacter braakii	100.00%	RefSeq	Ext	SAMN08395899	Plant	"NA"	"NA"	S1282	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/question.png	Plant
GCF_016503225	cfreundii	114	aspC(10)	clpX(12)	fadD(33)	mdh(6)	arcA(5)	dnaG(22)	lysP(5)	114	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN13621909	Human	USA	2018	CB00125	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Flags/USA.png	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/human.png
